date,game,recommendationid,voted_up,hype_keywords_found,review_length
2026-06-28,Valheim,229005330,True,hype,18
2026-06-28,Valheim,228993165,True,hype,83
2026-06-28,Valheim,228930344,True,hype,541
2026-06-28,Valheim,228781722,False,"trailer, youtube",870
2026-06-28,Valheim,228767541,True,early access,812
