date,game,recommendationid,voted_up,hype_keywords_found,review_length
2026-06-28,Gray Zone Warfare,228989159,True,worth it,33
2026-06-28,Gray Zone Warfare,228971981,False,"streamer, worth it, twitch",6940
2026-06-28,Gray Zone Warfare,228917308,True,hype,1443
2026-06-28,Gray Zone Warfare,228913136,True,hype,2603
2026-06-28,Gray Zone Warfare,228856210,False,"streamer, twitch",706
2026-06-28,Gray Zone Warfare,228843779,True,hype,517
