date,game,recommendationid,voted_up,hype_keywords_found,review_length
2026-06-28,NARAKA: BLADEPOINT,217191199,False,twitch,1942
2026-06-28,NARAKA: BLADEPOINT,208781398,True,youtube,1864
2026-06-28,NARAKA: BLADEPOINT,206470199,True,worth it,515
