date,game,recommendationid,voted_up,hype_keywords_found,review_length
2026-06-28,ELDEN RING NIGHTREIGN,228820167,True,worth it,54
2026-06-28,ELDEN RING NIGHTREIGN,228815661,True,trailer,4208
