date,game,recommendationid,voted_up,hype_keywords_found,review_length
2026-06-28,The Isle,229028424,False,early access,523
2026-06-28,The Isle,229021972,False,early access,395
2026-06-28,The Isle,228920529,False,early access,1657
2026-06-28,The Isle,228870825,False,youtube,2391
