date,game,recommendationid,voted_up,hype_keywords_found,review_length
2026-06-27,Project Zomboid,228956360,False,"early access, youtube",2044
2026-06-27,Project Zomboid,228950339,True,youtube,23
2026-06-27,Project Zomboid,228897273,True,early access,100
2026-06-27,Project Zomboid,228883564,True,worth it,689
2026-06-27,Project Zomboid,228880896,True,early access,521
