date,game,recommendationid,voted_up,hype_keywords_found,review_length
2026-06-28,Crosshair X,228911647,True,worth it,13
2026-06-28,Crosshair X,228879039,True,youtube,356
2026-06-28,Crosshair X,228834602,True,worth it,321
