date,game,recommendationid,voted_up,hype_keywords_found,review_length
2026-06-27,SCUM,228910582,False,"trailer, worth it",467
2026-06-27,SCUM,228515561,True,worth it,159
2026-06-27,SCUM,228133007,False,early access,239
2026-06-27,SCUM,228061446,True,youtube,997
